name,city,price,rooms,area,price_per_m2,link,forma_wlasnosci,stan_wykonczenia,pietro,balkon,czynsz,parking,ogrzewanie
"Gotowe do wprowadzenia 3 pokoje, Białołęka 2014",Warszawa,689 000 ,3 pokoje,67.83,10 158 ,https://www.otodom.pl/oferta/gotowe-do-wprowadzenia-3-pokoje-bialoleka-2014-ID4iIuN,pełna własność,do zamieszkania,2/2,,730,garaż/miejsce parkingowe,miejskie
Wyjątkowy klimat,Warszawa,1 184 000 ,3 pokoje,74,16 000 ,https://www.otodom.pl/oferta/wyjatkowy-klimat-ID4kMKQ,pełna własność,,1/5,balkon,850,,
"Przy metrze, 3 pokoje, 58,87 m2, na sprzedaż",Warszawa,560 000 ,3 pokoje,58.87,9512 ,https://www.otodom.pl/oferta/przy-metrze-3-pokoje-58-87-m2-na-sprzedaz-ID4hJGQ,pełna własność,do remontu,3/4,,690,,miejskie
"3 pok, 61 m2, Karabeli, Bemowo, w pobliżu metra",Warszawa,639 900 ,3 pokoje,61,10 490 ,https://www.otodom.pl/oferta/3-pok-61-m2-karabeli-bemowo-w-poblizu-metra-ID4ksrv,spółdzielcze własnościowe,do zamieszkania,3/3,balkon,650,,miejskie
"4 pok. 80,5m2, Białołęka, Przylesie, narożne",Warszawa,699 000 ,4 pokoje,80.5,8683 ,https://www.otodom.pl/oferta/4-pok-80-5m2-bialoleka-przylesie-narozne-ID4ksvG,pełna własność,do zamieszkania,3/4,balkon,,garaż/miejsce parkingowe,
Dwustronne 3 pokoje w idealnym rozkładzie,Warszawa,679 326 ,3 pokoje,57.57,11 800 ,https://www.otodom.pl/oferta/dwustronne-3-pokoje-w-idealnym-rozkladzie-ID4kz6v,pełna własność,do zamieszkania,3/3,balkon,700,garaż/miejsce parkingowe,miejskie
"studio 26,4 m2 + garaż i komórka - Nowa!",Warszawa,439 000 ,1 pokój,26.4,16 629 ,https://www.otodom.pl/oferta/studio-26-4-m2-garaz-i-komorka-nowa-ID4k7zB,pełna własność,do zamieszkania,3/4,balkon,390,garaż/miejsce parkingowe,miejskie
"38,7 m2 - 2 pok + garaż i komórka III kwartał 2023",Warszawa,430 000 ,2 pokoje,38.71,11 108 ,https://www.otodom.pl/oferta/38-7-m2-2-pok-garaz-i-komorka-iii-kwartal-2023-ID4kgcL,,do wykończenia,8/8,,480,garaż/miejsce parkingowe,miejskie
"Gotowe 2 pok. 36,1 m2 + garaż i komórka",Warszawa,519 000 ,2 pokoje,36.11,14 373 ,https://www.otodom.pl/oferta/gotowe-2-pok-36-1-m2-garaz-i-komorka-ID4kqHe,,do wykończenia,3/4,,470,garaż/miejsce parkingowe,miejskie
4 pok 87 M z miejscem parkingowym na Saskiej Kepie,Warszawa,1 199 000 ,4 pokoje,87.3,13 734 ,https://www.otodom.pl/oferta/4-pok-87-m-z-miejscem-parkingowym-na-saskiej-kepie-ID4kx5u,spółdzielcze własnościowe,,2/4,balkon,983,garaż/miejsce parkingowe,miejskie
"31,95 m2 - 2 pok + garaż i komórka I kwartał 2024",Warszawa,385 000 ,2 pokoje,31.95,12 050 ,https://www.otodom.pl/oferta/31-95-m2-2-pok-garaz-i-komorka-i-kwartal-2024-ID4kGWY,,do wykończenia,6/7,balkon,390,garaż/miejsce parkingowe,miejskie
4 pok. 83 m2 Gotowe do odbioru + 2x garaż i kom,Warszawa,775 000 ,4 pokoje,82.8,9360 ,https://www.otodom.pl/oferta/4-pok-83-m2-gotowe-do-odbioru-2x-garaz-i-kom-ID4jEQr,,do wykończenia,4/4,balkon,900,garaż/miejsce parkingowe,miejskie
3 pok. 65 m2 Gotowe do odbioru + 2x garaż i kom,Warszawa,605 000 ,3 pokoje,65.25,9272 ,https://www.otodom.pl/oferta/3-pok-65-m2-gotowe-do-odbioru-2x-garaz-i-kom-ID4jEQu,,do wykończenia,1/4,balkon,740,garaż/miejsce parkingowe,miejskie
3-pokojowe mieszkanie 73m2 + 2 balkony,Warszawa,978 000 ,3 pokoje,73.34,13 335 ,https://www.otodom.pl/oferta/3-pokojowe-mieszkanie-73m2-2-balkony-ID4iUGs,pełna własność,do wykończenia,2/5,balkon,,garaż/miejsce parkingowe,
5-pokojowe mieszkanie 122m2 + 2 ogródki,Warszawa,Zapytajocenę,5 pokoi,122.16,,https://www.otodom.pl/oferta/5-pokojowe-mieszkanie-122m2-2-ogrodki-ID4fav3,pełna własność,do wykończenia,parter/4,ogródek,,,
Bez Pcc 2% / Fv // 2 ogródki // Nowe,Warszawa,919 000 ,3 pokoje,65,14 138 ,https://www.otodom.pl/oferta/bez-pcc-2-fv-2-ogrodki-nowe-ID4kcAi,pełna własność,do zamieszkania,parter/7,"ogródek, taras",596,garaż/miejsce parkingowe,miejskie
4-pokojowe mieszkanie 76m2 + balkon,Warszawa,Zapytajocenę,4 pokoje,76.87,,https://www.otodom.pl/oferta/4-pokojowe-mieszkanie-76m2-balkon-ID4fEnv,pełna własność,do wykończenia,1/7,balkon,,garaż/miejsce parkingowe,
BEZPOŚREDNIO 39m2 Stara Ochota CISZA MONITORING,Warszawa,740 000 ,2 pokoje,39.24,18 858 ,https://www.otodom.pl/oferta/bezposrednio-39m2-stara-ochota-cisza-monitoring-ID4gmf3,pełna własność,do zamieszkania,parter/4,,450,,miejskie
Apartament Dolny Mokotów,Warszawa,680 800 ,2 pokoje,36.8,18 500 ,https://www.otodom.pl/oferta/apartament-dolny-mokotow-ID4kzhj,pełna własność,do zamieszkania,4/6,,,garaż/miejsce parkingowe,miejskie
Promocyjna cena do końca miesiąca,Warszawa,470 888 ,4 pokoje,58.4,8063 ,https://www.otodom.pl/oferta/promocyjna-cena-do-konca-miesiaca-ID4kMJL,,do wykończenia,2/2,taras,,garaż/miejsce parkingowe,
Taniej do końca miesiąca,Warszawa,455 587 ,3 pokoje,55,8283 ,https://www.otodom.pl/oferta/taniej-do-konca-miesiaca-ID4kMJK,,do wykończenia,1/2,balkon,,garaż/miejsce parkingowe,
Bezpośrednio | Dwa pokoje | METRO | AWF | UKSW,Warszawa,498 000 ,2 pokoje,36,13 833 ,https://www.otodom.pl/oferta/bezposrednio-dwa-pokoje-metro-awf-uksw-ID4kHGh,spółdzielcze własnościowe,do zamieszkania,7/10,balkon,480,,miejskie
1-pokojowe mieszkanie 38m2 + taras Bez Prowizji,Warszawa,576 200 ,1 pokój,38.26,15 060 ,https://www.otodom.pl/oferta/1-pokojowe-mieszkanie-38m2-taras-bez-prowizji-ID4hv3s,pełna własność,do wykończenia,6/7,taras,,garaż/miejsce parkingowe,
"3 niezależne pokoje, doskonała lokalizacja",Warszawa,840 000 ,3 pokoje,57.47,14 616 ,https://www.otodom.pl/oferta/3-niezalezne-pokoje-doskonala-lokalizacja-ID4kyc3,pełna własność,do zamieszkania,9/10,balkon,1000,,miejskie
2 pokojowe mieszkanie z pięknym widokiem!,Warszawa,525 000 ,2 pokoje,38,13 816 ,https://www.otodom.pl/oferta/2-pokojowe-mieszkanie-z-pieknym-widokiem-ID4kMJh,spółdzielcze wł. z KW,do zamieszkania,6/12,balkon,700,garaż/miejsce parkingowe,miejskie
wygodne mieszkanie 4-pokojowe Białostocka,Warszawa,860 000 ,4 pokoje,76.7,11 213 ,https://www.otodom.pl/oferta/wygodne-mieszkanie-4-pokojowe-bialostocka-ID4kMIH,,,8/10,balkon,800,,miejskie
Rozkładowe - 49 m²| Wawrzyszew | Metro | Loggia,Warszawa,629 000 ,2 pokoje,49,12 837 ,https://www.otodom.pl/oferta/rozkladowe-49-m-wawrzyszew-metro-loggia-ID4kKdE,,do zamieszkania,7/11,,400,garaż/miejsce parkingowe,miejskie
2 pok. * 40 m2 * Obok metra M1-M2 * Od zaraz!,Warszawa,620 000 ,2 pokoje,40.3,15 385 ,https://www.otodom.pl/oferta/2-pok-40-m2-obok-metra-m1-m2-od-zaraz-ID4kbrr,pełna własność,do wykończenia,8/15,balkon,400,garaż/miejsce parkingowe,miejskie
2-pokojowe mieszkanie 40m2 + ogródek,Warszawa,Zapytajocenę,2 pokoje,40.6,,https://www.otodom.pl/oferta/2-pokojowe-mieszkanie-40m2-ogrodek-ID4ho4Y,pełna własność,do wykończenia,parter/3,ogródek,,garaż/miejsce parkingowe,
"3 pok. 68 m2, ogródek 111 m2, Mieszkanie gotowe",Warszawa,820 000 ,3 pokoje,67.68,12 116 ,https://www.otodom.pl/oferta/3-pok-68-m2-ogrodek-111-m2-mieszkanie-gotowe-ID4f5Lr,pełna własność,do wykończenia,parter/5,ogródek,650,garaż/miejsce parkingowe,miejskie
"Mieszkanie 24,48 m2 Warszawa Bielany",Warszawa,436 000 ,1 pokój,24.58,17 738 ,https://www.otodom.pl/oferta/mieszkanie-24-48-m2-warszawa-bielany-ID4kMIn,spółdzielcze wł. z KW,do zamieszkania,3/4,balkon,465,garaż/miejsce parkingowe,miejskie
Dwupoziomowy apt Marceliny Zaw w stanie dew Sale,Warszawa,1 050 000 ,5 pokoi,131,8015 ,https://www.otodom.pl/oferta/dwupoziomowy-apt-marceliny-zaw-w-stanie-dew-sale-ID4kMIf,,do wykończenia,1/1,,,garaż/miejsce parkingowe,
"Nowe, Wykończone blisko WKM + Ogród!",Warszawa,813 000 ,3 pokoje,58,14 017 ,https://www.otodom.pl/oferta/nowe-wykonczone-blisko-wkm-ogrod-ID4kMI5,pełna własność,do wykończenia,parter/6,"ogródek, taras",467,garaż/miejsce parkingowe,miejskie
"OKAZJA rozkładowe, boks lokatorski ODBIÓR CZERWIEC",Warszawa,606 000 ,3 pokoje,65.29,9282 ,https://www.otodom.pl/oferta/okazja-rozkladowe-boks-lokatorski-odbior-czerwiec-ID4kMHS,pełna własność,do wykończenia,4/7,balkon,650,garaż/miejsce parkingowe,miejskie
"Centrum, optymalna wielkość, po remoncie, balkon",Warszawa,809 000 ,2 pokoje,46.23,17 499 ,https://www.otodom.pl/oferta/centrum-optymalna-wielkosc-po-remoncie-balkon-ID4kMHQ,pełna własność,do zamieszkania,3/5,balkon,500,,miejskie
"Mieszkanie, 44,97 m², Warszawa",Warszawa,665 000 ,2 pokoje,44.97,14 788 ,https://www.otodom.pl/oferta/mieszkanie-44-97-m-warszawa-ID4kMHN,pełna własność,,1/3,"balkon, taras",500,,gazowe
1-pokojowe mieszkanie 35m2 + balkon,Warszawa,Zapytajocenę,1 pokój,35.3,,https://www.otodom.pl/oferta/1-pokojowe-mieszkanie-35m2-balkon-ID4fHEH,pełna własność,do wykończenia,1/5,balkon,,garaż/miejsce parkingowe,
Zadbane mieszkanie z dużym balkonem - Skorosze,Warszawa,576 000 ,2 pokoje,52.3,11 013 ,https://www.otodom.pl/oferta/zadbane-mieszkanie-z-duzym-balkonem-skorosze-ID4kMHF,pełna własność,do zamieszkania,5/7,"balkon, taras",678,garaż/miejsce parkingowe,miejskie
Penthouse z 4 sypialniami - Ostoja Wilanów,Warszawa,3 500 000 ,5 pokoi,140,25 000 ,https://www.otodom.pl/oferta/penthouse-z-4-sypialniami-ostoja-wilanow-ID4iF2k,pełna własność,do zamieszkania,4/4,taras,,garaż/miejsce parkingowe,miejskie
4-pokojowe mieszkanie 82m2 + loggia Bez Prowizji,Warszawa,Zapytajocenę,4 pokoje,82.16,,https://www.otodom.pl/oferta/4-pokojowe-mieszkanie-82m2-loggia-bez-prowizji-ID4fVj0,pełna własność,do wykończenia,2/6,,,garaż/miejsce parkingowe,
Mieszkanie bezczynszowe z ogródkiem 69m2 Mydlarska,Warszawa,685 000 ,3 pokoje,69,9928 ,https://www.otodom.pl/oferta/mieszkanie-bezczynszowe-z-ogrodkiem-69m2-mydlarska-ID4eAS4,,do wykończenia,1/3,,,,
"38m, 2 pokoje, balkon, do zamieszkania",Warszawa,550 000 ,2 pokoje,38,14 474 ,https://www.otodom.pl/oferta/38m-2-pokoje-balkon-do-zamieszkania-ID4kMHg,spółdzielcze wł. z KW,,2/10,balkon,660,,miejskie
"Stylowo urządzone, NOWE, wysoki standard, BEZ PCC!",Warszawa,859 000 ,3 pokoje,59.39,14 464 ,https://www.otodom.pl/oferta/stylowo-urzadzone-nowe-wysoki-standard-bez-pcc-ID4kHDF,pełna własność,do zamieszkania,2,balkon,,garaż/miejsce parkingowe,
Bródno; 3 pokoje metro Kondratowicza,Warszawa,563 000 ,3 pokoje,55,10 236 ,https://www.otodom.pl/oferta/brodno-3-pokoje-metro-kondratowicza-ID4jV0C,,do remontu,2/10,,,,
Sprzedam -zaciszne 50m2 po remoncie,Warszawa,560 000 ,3 pokoje,50,11 200 ,https://www.otodom.pl/oferta/sprzedam-zaciszne-50m2-po-remoncie-ID4iojX,pełna własność,do zamieszkania,3/3,,550,garaż/miejsce parkingowe,miejskie
ul. Kawcza - mieszkanie 87 m2 + poddasze + garaż,Warszawa,1 180 000 ,3 pokoje,87,13 563 ,https://www.otodom.pl/oferta/ul-kawcza-mieszkanie-87-m2-poddasze-garaz-ID4iror,pełna własność,do zamieszkania,1/1,"balkon, taras",,garaż/miejsce parkingowe,gazowe
"Mieszkanie, 41,79 m², Warszawa",Warszawa,579 000 ,2 pokoje,41.79,13 855 ,https://www.otodom.pl/oferta/mieszkanie-41-79-m-warszawa-ID4kMGE,pełna własność,,8/10,,660,,
Apartament z sauną na Wilanowie,Warszawa,1 359 605 ,3 pokoje,80.45,16 900 ,https://www.otodom.pl/oferta/apartament-z-sauna-na-wilanowie-ID4kMGq,pełna własność,do zamieszkania,3/4,balkon,900,garaż/miejsce parkingowe,miejskie
4 Pokoje Wawer/ Sprzedający pokrywa prowizję,Warszawa,739 000 ,4 pokoje,65.3,11 317 ,https://www.otodom.pl/oferta/4-pokoje-wawer-sprzedajacy-pokrywa-prowizje-ID4jPYN,pełna własność,,parter/2,,,,gazowe
Słoneczne dwa pokoje na Mokotowie,Warszawa,459 000 ,2 pokoje,37.4,12 273 ,https://www.otodom.pl/oferta/sloneczne-dwa-pokoje-na-mokotowie-ID4gvNW,spółdzielcze własnościowe,do zamieszkania,7/10,balkon,500,,miejskie
"90,5m2 z 70m2 ogrodem Bliski Wawer.",Warszawa,959 000 ,4 pokoje,120,7992 ,https://www.otodom.pl/oferta/90-5m2-z-70m2-ogrodem-bliski-wawer-ID4jrlZ,pełna własność,,1/3,"balkon, ogródek",,garaż/miejsce parkingowe,
"Widne Mieszkanie-Czerniakowska 55,75m2 - 2pokoje.",Warszawa,779 000 ,2 pokoje,55.75,13 973 ,https://www.otodom.pl/oferta/widne-mieszkanie-czerniakowska-55-75m2-2pokoje-ID4jXxA,pełna własność,,2/4,balkon,,garaż/miejsce parkingowe,
Lux 2 pok. - 10 min do metra,Warszawa,564 000 ,2 pokoje,47,12 000 ,https://www.otodom.pl/oferta/lux-2-pok-10-min-do-metra-ID4k1xa,,do zamieszkania,parter/5,"ogródek, taras",500,garaż/miejsce parkingowe,miejskie
Przestronne 60m2 - 3 Pok na Gocławiu!,Warszawa,685 000 ,3 pokoje,59.5,11 513 ,https://www.otodom.pl/oferta/przestronne-60m2-3-pok-na-goclawiu-ID4k4As,,do zamieszkania,2/6,"balkon, taras",650,,
3 pok.-60m2 na Cichym Gocławiu. Blisko do Balatonu,Warszawa,625 000 ,3 pokoje,60.6,10 314 ,https://www.otodom.pl/oferta/3-pok-60m2-na-cichym-goclawiu-blisko-do-balatonu-ID4kajY,spółdzielcze wł. z KW,,3/3,balkon,850,,
Słoneczny dom na Saskiej Kępie200m+ogród,Warszawa,2 950 000 ,7 pokoi,200,14 750 ,https://www.otodom.pl/oferta/sloneczny-dom-na-saskiej-kepie200m-ogrod-ID4khZb,pełna własność,,parter/4,"balkon, ogródek, taras",,garaż/miejsce parkingowe,
Stylowe 2 pokoje w kamienicy w sercu Śródmieścia,Warszawa,700 000 ,2 pokoje,35,20 000 ,https://www.otodom.pl/oferta/stylowe-2-pokoje-w-kamienicy-w-sercu-srodmiescia-ID4kMFS,pełna własność,do zamieszkania,3/4,,400,,miejskie
Gotowe do odbioru 2 pok. 5 min do metra Młociny,Warszawa,455 000 ,2 pokoje,43.22,10 528 ,https://www.otodom.pl/oferta/gotowe-do-odbioru-2-pok-5-min-do-metra-mlociny-ID4kgT0,,,parter/4,"balkon, ogródek",450,garaż/miejsce parkingowe,miejskie
Przepiękne 63 M Na Styku Ochoty I Włoch!,Warszawa,1 070 000 ,3 pokoje,63.2,16 930 ,https://www.otodom.pl/oferta/przepiekne-63-m-na-styku-ochoty-i-wloch-ID4kk7W,pełna własność,do zamieszkania,4/5,balkon,850,garaż/miejsce parkingowe,
Tarchomin 3 pok do metra Młociny 6 min tramwajem,Warszawa,579 000 ,3 pokoje,61,9492 ,https://www.otodom.pl/oferta/tarchomin-3-pok-do-metra-mlociny-6-min-tramwajem-ID4kllf,spółdzielcze własnościowe,,2/10,balkon,900,garaż/miejsce parkingowe,
3 Pokojowe na bliskiej Białołęce,Warszawa,510 000 ,3 pokoje,57,8947 ,https://www.otodom.pl/oferta/3-pokojowe-na-bliskiej-bialolece-ID4kocr,,,1/2,balkon,400,,
Kawalerka Coopera balkon loggia garaż metro,Warszawa,570 000 ,1 pokój,35,16 286 ,https://www.otodom.pl/oferta/kawalerka-coopera-balkon-loggia-garaz-metro-ID4kJV1,pełna własność,do zamieszkania,2/4,balkon,600,garaż/miejsce parkingowe,miejskie
"Atrakcyjna kawalerka na Ochocie, Warszawa",Warszawa,418 000 ,1 pokój,23.1,18 095 ,https://www.otodom.pl/oferta/atrakcyjna-kawalerka-na-ochocie-warszawa-ID4jPLk,pełna własność,do zamieszkania,4/4,,250,,miejskie
"Dwupoziomowe w gotowym budynku, Grochów!",Warszawa,1 264 291 ,4 pokoje,116,10 899 ,https://www.otodom.pl/oferta/dwupoziomowe-w-gotowym-budynku-grochow-ID4k7n8,pełna własność,,1/3,balkon,1000,garaż/miejsce parkingowe,
Widok na Stare Miasto 5 min pieszo do metra M2,Warszawa,1 230 000 ,3 pokoje,97.2,12 654 ,https://www.otodom.pl/oferta/widok-na-stare-miasto-5-min-pieszo-do-metra-m2-ID4ktwT,,do zamieszkania,6/11,balkon,1600,garaż/miejsce parkingowe,miejskie
Warszawa-Rembertów / dwa pokoje z kuchnią,Warszawa,540 000 ,2 pokoje,52.3,10 325 ,https://www.otodom.pl/oferta/warszawa-rembertow-dwa-pokoje-z-kuchnia-ID4kmUg,pełna własność,do zamieszkania,parter/4,,,,
2 pokojowe mieszkanie na chronionym osiedlu,Warszawa,669 000 ,2 pokoje,48.62,13 760 ,https://www.otodom.pl/oferta/2-pokojowe-mieszkanie-na-chronionym-osiedlu-ID4kMFq,pełna własność,do zamieszkania,3/4,balkon,500,garaż/miejsce parkingowe,inne
Apartament Grzybowska Warszawa Centrum 197m2 garaż,Warszawa,3 500 000 ,4 pokoje,197,17 766 ,https://www.otodom.pl/oferta/apartament-grzybowska-warszawa-centrum-197m2-garaz-ID4kMFo,pełna własność,do zamieszkania,6/9,balkon,3000,garaż/miejsce parkingowe,miejskie
REZERWACJA 3 pokojowe mieszkania do zamieszkania,Warszawa,780 000 ,3 pokoje,65,12 000 ,https://www.otodom.pl/oferta/rezerwacja-3-pokojowe-mieszkania-do-zamieszkania-ID4kt3m,pełna własność,do zamieszkania,2/5,balkon,750,garaż/miejsce parkingowe,miejskie
2-pokojowe mieszkanie 52m2 + taras Bezpośrednio,Warszawa,702 945 ,2 pokoje,52.07,13 500 ,https://www.otodom.pl/oferta/2-pokojowe-mieszkanie-52m2-taras-bezposrednio-ID4cAL5,pełna własność,do wykończenia,parter/2,taras,,garaż/miejsce parkingowe,
3-pokojowe mieszkanie 73m2 + taras Bez Prowizji,Warszawa,1 253 088 ,3 pokoje,73.26,17 105 ,https://www.otodom.pl/oferta/3-pokojowe-mieszkanie-73m2-taras-bez-prowizji-ID4k12Q,pełna własność,do wykończenia,parter/2,taras,,garaż/miejsce parkingowe,
3-pokojowe mieszkanie 62m2 + balkon,Warszawa,Zapytajocenę,3 pokoje,62.97,,https://www.otodom.pl/oferta/3-pokojowe-mieszkanie-62m2-balkon-ID4d6ZV,pełna własność,do wykończenia,2/8,balkon,,garaż/miejsce parkingowe,
2-pokojowe mieszkanie 52m2 + taras Bez Pośredników,Warszawa,810 960 ,2 pokoje,52.32,15 500 ,https://www.otodom.pl/oferta/2-pokojowe-mieszkanie-52m2-taras-bez-posrednikow-ID4cALg,pełna własność,do wykończenia,parter/2,taras,,garaż/miejsce parkingowe,
4-pokojowe mieszkanie 95m2 + loggia,Warszawa,Zapytajocenę,4 pokoje,95.21,,https://www.otodom.pl/oferta/4-pokojowe-mieszkanie-95m2-loggia-ID4hFhR,pełna własność,do wykończenia,1/8,,,garaż/miejsce parkingowe,
3-pokojowe mieszkanie 73m2 + ogródek Bez Prowizji,Warszawa,Zapytajocenę,3 pokoje,73.77,,https://www.otodom.pl/oferta/3-pokojowe-mieszkanie-73m2-ogrodek-bez-prowizji-ID4iKSK,pełna własność,do wykończenia,1/1,ogródek,,,
3-pokojowe mieszkanie 62m2 + balkon Bezpośrednio,Warszawa,Zapytajocenę,3 pokoje,62.27,,https://www.otodom.pl/oferta/3-pokojowe-mieszkanie-62m2-balkon-bezposrednio-ID4giC9,pełna własność,do wykończenia,6/6,balkon,,garaż/miejsce parkingowe,
4-pokojowe mieszkanie 76m2 + balkon Bezpośrednio,Warszawa,Zapytajocenę,4 pokoje,76.19,,https://www.otodom.pl/oferta/4-pokojowe-mieszkanie-76m2-balkon-bezposrednio-ID4dsVk,pełna własność,do wykończenia,1/2,balkon,,garaż/miejsce parkingowe,
4-pokojowe mieszkanie 95m2 + 2 loggie Bezpośrednio,Warszawa,Zapytajocenę,4 pokoje,95.21,,https://www.otodom.pl/oferta/4-pokojowe-mieszkanie-95m2-2-loggie-bezposrednio-ID4klRm,pełna własność,do wykończenia,2/8,,,garaż/miejsce parkingowe,
3-pokojowe mieszkanie 62m2 + balkon Bezpośrednio,Warszawa,Zapytajocenę,3 pokoje,62.96,,https://www.otodom.pl/oferta/3-pokojowe-mieszkanie-62m2-balkon-bezposrednio-ID4jBQ4,pełna własność,do wykończenia,1/8,balkon,,garaż/miejsce parkingowe,
3-pokojowe mieszkanie 73m2 + ogródek,Warszawa,Zapytajocenę,3 pokoje,73.77,,https://www.otodom.pl/oferta/3-pokojowe-mieszkanie-73m2-ogrodek-ID4g2jK,pełna własność,do wykończenia,1/1,ogródek,,,
Dwustronne z 2 balkonami na pierwszym piętrze.,Warszawa,598 455 ,2 pokoje,44.33,13 500 ,https://www.otodom.pl/oferta/dwustronne-z-2-balkonami-na-pierwszym-pietrze-ID4jNy5,pełna własność,do wykończenia,1/2,balkon,600,garaż/miejsce parkingowe,inne
2-pokojowe mieszkanie 51m2 + loggia Bez Prowizji,Warszawa,Zapytajocenę,2 pokoje,51.09,,https://www.otodom.pl/oferta/2-pokojowe-mieszkanie-51m2-loggia-bez-prowizji-ID4fIV6,pełna własność,do wykończenia,3/5,,,garaż/miejsce parkingowe,
4-pokojowe mieszkanie 86m2 + balkon,Warszawa,Zapytajocenę,4 pokoje,86.2,,https://www.otodom.pl/oferta/4-pokojowe-mieszkanie-86m2-balkon-ID4idcs,pełna własność,do wykończenia,1/4,balkon,,garaż/miejsce parkingowe,
3-pokojowe mieszkanie 71m2 + ogródek Bezpośrednio,Warszawa,Zapytajocenę,3 pokoje,71.93,,https://www.otodom.pl/oferta/3-pokojowe-mieszkanie-71m2-ogrodek-bezposrednio-ID4ddlB,pełna własność,do wykończenia,parter/3,ogródek,,garaż/miejsce parkingowe,
2-pokojowe mieszkanie 51m2 + ogródek Bezpośrednio,Warszawa,Zapytajocenę,2 pokoje,51.02,,https://www.otodom.pl/oferta/2-pokojowe-mieszkanie-51m2-ogrodek-bezposrednio-ID4fFJX,pełna własność,do wykończenia,parter/5,"taras, ogródek",,garaż/miejsce parkingowe,
4-pokojowe mieszkanie 81m2 + loggia Bez Prowizji,Warszawa,Zapytajocenę,4 pokoje,81.5,,https://www.otodom.pl/oferta/4-pokojowe-mieszkanie-81m2-loggia-bez-prowizji-ID4idIr,pełna własność,do wykończenia,1/4,,,garaż/miejsce parkingowe,
3-pokojowe mieszkanie 65m2 Bezpośrednio,Warszawa,Zapytajocenę,3 pokoje,65.31,,https://www.otodom.pl/oferta/3-pokojowe-mieszkanie-65m2-bezposrednio-ID4giC8,pełna własność,do wykończenia,6/9,,,garaż/miejsce parkingowe,
Przestronne 2 pok. METRO LAZUROWA !,Warszawa,620 000 ,2 pokoje,56,11 071 ,https://www.otodom.pl/oferta/przestronne-2-pok-metro-lazurowa-ID4kMEQ,pełna własność,do zamieszkania,parter/6,balkon,600,garaż/miejsce parkingowe,miejskie
Ostatnie piętro z widokiem na park.,Warszawa,854 746 ,3 pokoje,61.67,13 860 ,https://www.otodom.pl/oferta/ostatnie-pietro-z-widokiem-na-park-ID4jNxR,pełna własność,do wykończenia,2/2,balkon,800,,inne
3-pokojowe mieszkanie 60m2 + balkon,Warszawa,Zapytajocenę,3 pokoje,60.43,,https://www.otodom.pl/oferta/3-pokojowe-mieszkanie-60m2-balkon-ID4ddRD,pełna własność,do wykończenia,2/4,balkon,,garaż/miejsce parkingowe,
4-pokojowe mieszkanie 84m2 + balkon Bez Prowizji,Warszawa,Zapytajocenę,4 pokoje,84.69,,https://www.otodom.pl/oferta/4-pokojowe-mieszkanie-84m2-balkon-bez-prowizji-ID4idcj,pełna własność,do wykończenia,1/4,balkon,,garaż/miejsce parkingowe,
3-pokojowe mieszkanie 60m2 + balkon Bez Prowizji,Warszawa,Zapytajocenę,3 pokoje,60.52,,https://www.otodom.pl/oferta/3-pokojowe-mieszkanie-60m2-balkon-bez-prowizji-ID4ddRC,pełna własność,do wykończenia,1/4,balkon,,garaż/miejsce parkingowe,
3-pokojowe mieszkanie 70m2 + balkon Bez Prowizji,Warszawa,Zapytajocenę,3 pokoje,70.27,,https://www.otodom.pl/oferta/3-pokojowe-mieszkanie-70m2-balkon-bez-prowizji-ID4d6Za,pełna własność,do wykończenia,2/8,balkon,,garaż/miejsce parkingowe,
4-pokojowe mieszkanie 77m2 + balkon Bezpośrednio,Warszawa,Zapytajocenę,4 pokoje,77.19,,https://www.otodom.pl/oferta/4-pokojowe-mieszkanie-77m2-balkon-bezposrednio-ID4coVg,pełna własność,do wykończenia,1/2,balkon,,garaż/miejsce parkingowe,
4-pokojowe mieszkanie 80m2 + 2 balkony,Warszawa,Zapytajocenę,4 pokoje,80.7,,https://www.otodom.pl/oferta/4-pokojowe-mieszkanie-80m2-2-balkony-ID4coVn,pełna własność,do wykończenia,1/2,balkon,,garaż/miejsce parkingowe,
3-pokojowe mieszkanie 65m2 + balkon,Warszawa,Zapytajocenę,3 pokoje,65.39,,https://www.otodom.pl/oferta/3-pokojowe-mieszkanie-65m2-balkon-ID4giCm,pełna własność,do wykończenia,8/9,balkon,,garaż/miejsce parkingowe,
2-pokojowe mieszkanie 51m2 + loggia Bezpośrednio,Warszawa,Zapytajocenę,2 pokoje,51.09,,https://www.otodom.pl/oferta/2-pokojowe-mieszkanie-51m2-loggia-bezposrednio-ID4fFKf,pełna własność,do wykończenia,1/5,,,garaż/miejsce parkingowe,
47 M2 - Ciche I Spokojne Mieszkanie - 2 Pokoje,Warszawa,795 000 ,2 pokoje,47.22,16 836 ,https://www.otodom.pl/oferta/47-m2-ciche-i-spokojne-mieszkanie-2-pokoje-ID4keMa,pełna własność,do zamieszkania,3/4,"balkon, taras",700,garaż/miejsce parkingowe,miejskie
4-pokojowe mieszkanie 85m2 + loggia Bezpośrednio,Warszawa,Zapytajocenę,4 pokoje,85.54,,https://www.otodom.pl/oferta/4-pokojowe-mieszkanie-85m2-loggia-bezposrednio-ID4hFhZ,pełna własność,do wykończenia,1/8,,,garaż/miejsce parkingowe,
